도서관 일련번호,도서관명,구 코드,구명,주소,정기 휴관일,전화번호
438,노량진1동작은도서관,4,동작구,"서울특별시 동작구 장승배기로28길 30, (노량진동) 노량진1동 주민센터 3층 ","매주 토요일, 일요일",02-820-2407
439,노량진2동작은도서관,4,동작구,"서울특별시 동작구 장승배기로19길 48, (노량진동) 노량진2동 주민센터 1층","매주 토요일, 일요일",02-820-2434
1905,농심식문화전문도서관,4,동작구,서울특별시 동작구 여의대방로 112,"토요일, 일요일, 법정공휴일",02-820-8299
1991,다울작은도서관,4,동작구,"서울특별시 동작구 사당로20길 132, (사당동) 2층 ","매주 월요일, 법정공휴일",02-3473-3360
1624,담소작은도서관,4,동작구,"서울특별시 동작구 강남초등길 24, (상도동) 3층 ","토, 일, 법정공휴일",02-3280-3006
1522,담쟁이작은도서관,4,동작구,서울특별시 동작구 동작대로 13길 27 석천장로교회 1층,"토요일,일요일",
450,대방동작은도서관,4,동작구,"서울특별시 동작구 여의대방로44길 20, (대방동) 대방동주민센터 2층 ","매주 토요일, 일요일",02-820-2744
1380,대방어린이도서관,4,동작구,서울특별시 동작구 대방동길55(대방동379-2),"매주 월요일, 법정공휴일",02-813-6740
437,동작샘터도서관,4,동작구,서울특별시 동작구 동작대로29길 63-26(동작구다문화가족지원센터) 1층 ,"매주 월요일, 법정공휴일",02-533-6750
84,동작어린이도서관,4,동작구,서울특별시 동작구 장승배기로 16길 98(노량진 2동 225-161),"매주 월요일, 법정공휴일",02-823-6750
465,보라매e편한세상작은도서관,4,동작구,서울특별시 동작구 보라매로 70 보라매e편한세상아파트 101동 정문입구 1층 ,"토요일, 일요일",02-814-3691
2675,비전어린이도서관,4,동작구,"서울특별시 동작구 사당로20길 126, 온세상교회","토요일, 일요일",02-582-9191
2483,비전어린이도서관,4,동작구,"서울특별시 동작구 사당로20길 126, 온세상교회 ","토요일, 일요일",02-582-9191
445,사당1동작은도서관,4,동작구,"서울특별시 동작구 동작대로17길 28, (사당동) 사당1동주민센터 주민센터 내","매주 토요일, 일요일",02-820-2571
446,사당2동작은도서관,4,동작구,"서울특별시 동작구 동작대로29길 52, (사당동) 사당2동주민센터 2층","매주 토요일, 일요일",02-820-2593
447,사당3동작은도서관,4,동작구,"서울특별시 동작구 사당로17길 86, (사당동) 사당3동주민센터 2층","매주 토요일, 일요일",02-820-2733
448,사당4동작은도서관,4,동작구,"서울특별시 동작구 사당로16아길 6, (사당동) 사당4동주민센터 2층","매주 토요일, 일요일",02-820-2770
449,사당5동작은도서관,4,동작구,"서울특별시 동작구 사당로2가길 219, (사당동) 사당5동주민센터 3층","매주 토요일, 일요일",02-820-2790
1381,사당솔밭도서관,4,동작구,서울특별시 동작구 솔밭로 86,"매주 월요일, 법정공휴일",02-585-8411-2
440,상도1동작은도서관,4,동작구,"서울특별시 동작구 상도로53길 9, (상도동) 상도1동주민센터 2층 2","매주 토요일, 일요일",02-820-2467
441,상도2동작은도서관,4,동작구,"서울특별시 동작구 상도로 211, (상도동) 상도2동주민센터 2층","매주 토요일, 일요일",02-820-2484
442,상도3동작은도서관,4,동작구,"서울특별시 동작구 성대로2길 11, (상도동) 상도3동주민센터 ","매주 토요일, 일요일",02-820-2503
443,상도4동작은도서관,4,동작구,"서울특별시 동작구 성대로29길 53, (상도동) 상도4동주민센터 2층 ","매주 토요일, 일요일",02-820-2537
463,상도SH.Ville작은도서관,4,동작구,서울특별시 동작구 상도로 53길 70 주민공동시설 지하 2층 지,"토,일요일",02-822-6950
466,상도더?아파트작은도서관,4,동작구,서울특별시 동작구 장승배기로4길 9 상도더샵아파트 관리동,"화요일, 목요일, 일요일",02-824-8292
1524,상도중앙작은도서관,4,동작구,"서울특별시 동작구 상도로15길 47, 상도중앙교회 ","월요일, 일요일",070-4419-6004
462,생명나무도서관,4,동작구,서울특별시 동작구 양녕로249 1층,"토요일, 일요일",02-815-3615
20,서울특별시교육청동작도서관,4,동작구,서울특별시 동작구 장승배기로 94,"2,4주 금요일 및 법정공휴일",02-823-6419
464,성대골어린이도서관,4,동작구,서울특별시 동작구 성대로10길 23 1층,"월요일, 일요일",02-817-6684
2484,소망작은도서관,4,동작구,서울특별시 동작구 보라매로 71 3층,"월요일, 일요일",
451,신대방1동작은도서관,4,동작구,"서울특별시 동작구 신대방길 72, (신대방동) 신대방1동주민센터 주민센터 내","매주 토요일, 일요일",02-820-2811
452,신대방2동작은도서관,4,동작구,"서울특별시 동작구 여의대방로24길 106, (신대방동) 신대방2동주민센터 2층 층","매주 토요일, 일요일",02-820-2826
456,신상도문고,4,동작구,서울특별시 동작구 양녕로20길 108 신상도교회 3층,일요일,02-826-7712
1980,아트앤힐링작은도서관,4,동작구,서울특별시 동작구 상도로62길 61 지하1층,"토요일, 일요일",02-597-6630
2485,애스톤파크작은도서관,4,동작구,서울특별시 동작구 상도로346-2 ,"토요일, 일요일",02-827-0388
2140,약수도서관,4,동작구,서울특별시 동작구 양녕로22바길 64(상도동),"매주 월요일, 법정공휴일",02-823-1907
2486,양문작은도서관,4,동작구,서울특별시 동작구 시흥대로646 1층,"월요일, 일요일",02-834-6860
2676,양문작은도서관,4,동작구,서울특별시 동작구 시흥대로646 1층,월요일,02-6238-6860
2046,열림카페속작은도서관,4,동작구,"서울특별시 동작구 여의대방로 44길 22, 열림교회1층 ",일요일,070-7432-7787
2487,오손도손우리동네작은도서관,4,동작구,서울특별시 동작구 양녕로 266 2층,"월요일, 일요일",02-822-1017
454,주님의숲작은도서관,4,동작구,"서울특별시 동작구 사당로17길 31, (사당동) 사당중앙교회 1층 ",휴관중,02-534-2940
1725,중소기업연구원자료실,4,동작구,서울특별시 동작구 신대방1가길 77,"토요일, 일요일, 법정공휴일",02-707-9873
1724,중앙대학교병원의학정보실,4,동작구,서울특별시 동작구 흑석로 102 중앙대학교병원 본관 B2,"일요일, 월요일, 법정공휴일",02-6299-2796
457,지혜문고,4,동작구,서울특별시 동작구 장승배기로 19길 50 노량진2동어린이집,"토요일, 일요일",02-824-5377
1879,지혜샘터작은도서관,4,동작구,"서울특별시 동작구 상도로34길 34, (상도동) 1층 ","월요일, 일요일",070-8245-6963
453,하늘사다리문고,4,동작구,"서울특별시 동작구 현충로 119, B상가 207호 (명수대현대아파트) ",토요일,070-4070-7551
468,한숲문고,4,동작구,서울특별시 동작구 알마타길 37 대방1차e-편한세상 관리사무소 2층,"토요일, 일요일",02-813-4262
455,행복한래미안작은도서관,4,동작구,"서울특별시 동작구 상도로53길 8, (래미안상도3차아파트) 관리사무소 ",토요일,02-822-3720
458,헤브론문고,4,동작구,서울특별시 동작구 상도로 217-10 헤브론교회 1층,일요일,02-824-0186
444,흑석동작은도서관,4,동작구,"서울특별시 동작구 흑석한강로 11, (흑석동) 흑석동주민센터 2층","매주 토요일, 일요일",02-820-2561
2436,갈보리작은도서관,5,관악구,서울특별시 관악구 관천로11길 57 지하1층,일요일,
1278,고맙습니다하난곡작은도서관,5,관악구,"서울특별시 관악구 난우10가길 20-7 하난곡어린이집 2,3층",화요일,02-868-8994
43,관악중앙도서관,5,관악구,서울특별시 관악구 신림로 3길 35,매주 월요일 및 법정 공휴일,02-828-5700
2659,관악파크푸르지오 작은도서관,5,관악구,서울특별시 관악구 행운10길 21,"일요일, 공휴일",
1707,국제백신연구소자료실,5,관악구,서울특별시 관악구 관악로 1 서울대학교 연구공원 내,"토요일, 일요일, 법정공휴일",02-872-2801(내선108)
2437,그림숲 그림책작은도서관,5,관악구,서울특별시 관악구 청룡9길 12-39 청룡동자치회관 1층,일요일,02-876-4041
44,글빛정보도서관,5,관악구,서울특별시 관악구 관악로 30길 23,매주 월요일 및 법정 공휴일,02-878-7460
2411,꿈꾸는작은도서관,5,관악구,서울시 관악구 광신길 115 2층,월요일,
250,꿈마을도서관,5,관악구,서울특별시 관악구 중앙2길 16 2층,"일요일, 공휴일",02-886-3196
2661,나들목 작은도서관(좋은만남교회),5,관악구,서울특별시 관악구 남부순환로172길 63 좋은만남교회,"일요일, 공휴일",
236,낙성대공원도서관,5,관악구,서울특별시 관악구 낙성대로 77 낙성대공원 내,화요일,02-872-5575
261,낙성대동우듬지작은도서관,5,관악구,서울특별시 관악구 낙성대로4가길 5 낙성대동주민센터 4층 ,"토,일요일",02-876-4072
268,난곡동책사랑작은도서관,5,관악구,서울특별시 관악구 난곡로30길 40 난곡동주민센터3층 ,"토,일요일",02-861-7130
237,난곡주민도서관새숲,5,관악구,서울특별시 관악구 난향5길 2 난향꿈둥지 2~3층,"일요일, 공휴일",02-839-1121
269,난향동뜰안에작은도서관,5,관악구,서울특별시 관악구 난곡로 67 난향동주민센터 4층,"토,일요일",02-867-1735
263,남현동우리작은도서관,5,관악구,서울특별시 관악구 남현1가길 29 남현동복합청사 3층,"토,일요일",02-525-1334
274,대학동녹두작은도서관,5,관악구,서울특별시 관악구 신림로 111 대학동주민센터 2층 ,"토,일요일",02-872-4765
1527,도림천에서용나는작은도서관,5,관악구,서울특별시 관악구 신림로 297 도림천에서 용나는 작은도서관,화요일,02-877-2722
1603,문성작은도서관,5,관악구,서울특별시 관악구 신림로 58길 13 문성교회,법정공휴일,02-886-5879
267,미성동책의향기작은도서관,5,관악구,서울특별시 관악구 난곡로 249 미성동주민센터 3층 ,"토,일요일",02-830-5312
2658,발효 작은도서관,5,관악구,서울특별시 관악구 남부순환로 1794 4층 401호,"일요일, 공휴일",
2438,별별창작꿈터 봉현작은도서관,5,관악구,서울특별시 관악구 관악로 255-7 성현동자치회관 1층,일요일,070-7163-5167
254,보라매동다사랑작은도서관,5,관악구,서울특별시 관악구 봉천로 279-8 보라매동주민센터 2층 2,"토,일요일",02-876-2879
239,블루밍문고,5,관악구,서울특별시 관악구 은천로 93 벽산블루밍아파트관리사무소,"일요일,공휴일",02-877-9864
1528,사랑기쁨도서관,5,관악구,서울특별시 관악구 난향길 10 3층,법정공휴일,02-877-9864
273,삼성동샛별작은도서관,5,관악구,서울특별시 관악구 호암로 589 삼성동주민센터 3층 ,"토,일요일",02-876-2063
227,삼성작은도서관,5,관악구,서울특별시 관악구 호암로 520 삼성동자치회관 1층 ,일요일,070-7163-5166
2439,서림동글사랑작은도서관,5,관악구,서울특별시 관악구 신림로29길 6 주민센터 2층 ,"토,일요일",02-884-3951
1706,서울대학교박물관도서자료실,5,관악구,서울특별시 관악구 관악로 1 서울대학교 박물관 내,"토요일, 일요일, 법정공휴일",02-880-8096
270,서원동어울작은도서관,5,관악구,서울특별시 관악구 신림로 282 서원동주민센터 2층 ,"토,일요일",02-872-5322
45,성현동작은도서관,5,관악구,서울특별시 관악구 관악로37길 56 동아아파트 상가B동 5층,매주 월요일 및 법정 공휴일,02-877-7182-3
1529,성현동파랑새작은도서관,5,관악구,서울특별시 관악구 구암길 38 성현동주민센터 2층 ,"토요일,일요일",02-875-9054
233,숲속작은도서관,5,관악구,서울특별시 관악구 관악산나들길 114(신림동) 관악산 제1광장 산50-2,매주 화요일 (4월?12월 운영),070-4118-6154
2662,"쉼, 작은도서관",5,관악구,서울특별시 관악구 남부순환로145길 11,"일요일, 공휴일",
264,신림동굴렁쇠작은도서관,5,관악구,서울특별시 관악구 신림동길 14 신림동주민센터 2층 ,"토,일요일",02-877-2727
251,신림푸르지오도서관,5,관악구,서울특별시 관악구 남부순환로 1430 신림푸르지오아파트 1730,"토요일,일요일,공휴일",02-830-1554
265,신사동해오름작은도서관,5,관악구,서울특별시 관악구 조원로 151-1 신사경로당 3층 ,"토,일요일",02-853-7336
271,신원동울타리작은도서관,5,관악구,서울특별시 관악구 신원로3길 13 신원동주민센터2층,"토,일요일",02-839-1547
73,실로암점자도서관,5,관악구,서울특별시 관악구 남부순환로 1717,"매주 토,일요일",02-880-0500
2440,안디아모작은도서관,5,관악구,서울시 관악구 관악로 12길97 2층,"토,일,공휴일",
1279,용꿈꾸는작은도서관,5,관악구,서울특별시 관악구 관악로 145 관악구청 본관 1층 (청룡동 1570-1) 1층,매주 일요일,02-889-8823~5
2660,우리동네 작은도서관,5,관악구,서울특별시 관악구 조원로 16길 33,"일요일, 공휴일",
247,은천2단지작은도서관,5,관악구,서울특별시 관악구 인헌12길 46-1 (은천2단지아파트) 2층,"토,일,공휴일",02-887-3168
1068,은천동작은도서관,5,관악구,서울특별시 관악구 봉천로33나길 30,매주 월요일 및 법정 공휴일,02-877-1162-4
224,은천동한울작은도서관,5,관악구,"서울특별시 관악구 국회단지2길 29-10, 은천동자치회관 2층 ","토,일요일",02-876-4091
2442,이편한세상 서울대입구1단지 작은도서관,5,관악구,서울특별시 관악구 청룡10길45 102동,일요일,
